chainId,route,profile,amountIn,grossOutput,commission,commissionBps,netOutput,gasUnits,minimumReceived,priceImpactBps,liquidityUsd,hopCount,qualityStatus,warnings,selectedProvider,wrapper,feeTier,quotedAt
"1","WETH→CRV","large","0.1","881.717995761101000116","1.763435991522202","20","879.954559769578798116","88874","875.554786970730904126","","","1","UNKNOWN_DATA","NO_PRICE_IMPACT_DATA","uniswap-v3-wrapper-v3","0xa7702Ce9267567fd811B39C886CdABeC6eB249fc","3000","2026-07-21T00:42:00.720Z"
"1","CRV→WETH","small","10","0.00113021459255263","0.000002260429185105","20","0.001127954163367525","88026","0.001122314392550688","","","1","UNKNOWN_DATA","NO_PRICE_IMPACT_DATA","uniswap-v3-wrapper-v3","0xa7702Ce9267567fd811B39C886CdABeC6eB249fc","10000","2026-07-21T00:42:00.720Z"
"1","CRV→WETH","normal","50","0.005643970263676488","0.000011287940527352","20","0.005632682323149136","88346","0.005604518911533391","","","1","UNKNOWN_DATA","NO_PRICE_IMPACT_DATA","uniswap-v3-wrapper-v3","0xa7702Ce9267567fd811B39C886CdABeC6eB249fc","10000","2026-07-21T00:42:00.720Z"
"1","CRV→WETH","large","200","0.022542406442645239","0.00004508481288529","20","0.022497321629759949","87723","0.02238483502161115","","","1","UNKNOWN_DATA","NO_PRICE_IMPACT_DATA","uniswap-v3-wrapper-v3","0xa7702Ce9267567fd811B39C886CdABeC6eB249fc","3000","2026-07-21T00:42:00.720Z"
"1","WETH→COMP","small","0.001","0.111772476620491688","0.000223544953240983","20","0.111548931667250705","93900","0.110991187008914452","","","1","UNKNOWN_DATA","NO_PRICE_IMPACT_DATA","uniswap-v3-wrapper-v3","0xa7702Ce9267567fd811B39C886CdABeC6eB249fc","3000","2026-07-21T00:42:00.720Z"
"1","WETH→COMP","normal","0.01","1.114374340962136851","0.002228748681924273","20","1.112145592280212578","93900","1.106584864318811516","","","1","UNKNOWN_DATA","NO_PRICE_IMPACT_DATA","uniswap-v3-wrapper-v3","0xa7702Ce9267567fd811B39C886CdABeC6eB249fc","3000","2026-07-21T00:42:00.720Z"
"1","WETH→COMP","large","0.1","11.00436684477945451","0.022008733689558909","20","10.982358111089895601","124075","10.927446320534446123","","","1","UNKNOWN_DATA","NO_PRICE_IMPACT_DATA","uniswap-v3-wrapper-v3","0xa7702Ce9267567fd811B39C886CdABeC6eB249fc","3000","2026-07-21T00:42:00.720Z"
"1","COMP→WETH","small","0.1","0.00088875272578675","0.000001777505451573","20","0.000886975220335177","87510","0.000882540344233502","","","1","UNKNOWN_DATA","NO_PRICE_IMPACT_DATA","uniswap-v3-wrapper-v3","0xa7702Ce9267567fd811B39C886CdABeC6eB249fc","3000","2026-07-21T00:42:00.720Z"
"1","COMP→WETH","normal","0.5","0.004438474904102027","0.000008876949808204","20","0.004429597954293823","88508","0.004407449964522354","","","1","UNKNOWN_DATA","NO_PRICE_IMPACT_DATA","uniswap-v3-wrapper-v3","0xa7702Ce9267567fd811B39C886CdABeC6eB249fc","3000","2026-07-21T00:42:00.720Z"
"1","COMP→WETH","large","2","0.017675015223817975","0.000035350030447635","20","0.01763966519337034","88478","0.017551466867403489","","","1","UNKNOWN_DATA","NO_PRICE_IMPACT_DATA","uniswap-v3-wrapper-v3","0xa7702Ce9267567fd811B39C886CdABeC6eB249fc","3000","2026-07-21T00:42:00.720Z"
"1","WETH→ENS","small","0.001","0.417409814019874468","0.000834819628039748","20","0.41657499439183472","94326","0.414492119419875547","","","1","UNKNOWN_DATA","NO_PRICE_IMPACT_DATA","uniswap-v3-wrapper-v3","0xa7702Ce9267567fd811B39C886CdABeC6eB249fc","10000","2026-07-21T00:42:00.720Z"
"1","WETH→ENS","normal","0.01","4.169382178141922515","0.008338764356283845","20","4.16104341378563867","94355","4.140238196716710477","","","1","UNKNOWN_DATA","NO_PRICE_IMPACT_DATA","uniswap-v3-wrapper-v3","0xa7702Ce9267567fd811B39C886CdABeC6eB249fc","3000","2026-07-21T00:42:00.720Z"
"1","WETH→ENS","large","0.1","41.643009022494915768","0.083286018044989831","20","41.559723004449925937","93659","41.351924389427676308","","","1","UNKNOWN_DATA","NO_PRICE_IMPACT_DATA","uniswap-v3-wrapper-v3","0xa7702Ce9267567fd811B39C886CdABeC6eB249fc","3000","2026-07-21T00:42:00.720Z"
"1","ENS→WETH","small","1","0.002383667344126376","0.000004767334688252","20","0.002378900009438124","87501","0.002367005509390934","","","1","UNKNOWN_DATA","NO_PRICE_IMPACT_DATA","uniswap-v3-wrapper-v3","0xa7702Ce9267567fd811B39C886CdABeC6eB249fc","3000","2026-07-21T00:42:00.720Z"
"1","ENS→WETH","normal","5","0.011916791406183039","0.000023833582812366","20","0.011892957823370673","88527","0.01183349303425382","","","1","UNKNOWN_DATA","NO_PRICE_IMPACT_DATA","uniswap-v3-wrapper-v3","0xa7702Ce9267567fd811B39C886CdABeC6eB249fc","3000","2026-07-21T00:42:00.720Z"
"1","ENS→WETH","large","25","0.059545354204711008","0.000119090708409422","20","0.059426263496301586","88845","0.059129132178820079","","","1","UNKNOWN_DATA","NO_PRICE_IMPACT_DATA","uniswap-v3-wrapper-v3","0xa7702Ce9267567fd811B39C886CdABeC6eB249fc","3000","2026-07-21T00:42:00.720Z"
"1","WETH→ONDO","small","0.001","5.29745401087973757","0.010594908021759475","20","5.286859102857978095","90082","5.260424807343688205","","","1","UNKNOWN_DATA","NO_PRICE_IMPACT_DATA","uniswap-v3-wrapper-v3","0xa7702Ce9267567fd811B39C886CdABeC6eB249fc","3000","2026-07-21T00:42:00.720Z"
"1","WETH→ONDO","normal","0.01","52.973865770057925956","0.105947731540115851","20","52.867918038517810105","99065","52.603578448325221055","","","1","UNKNOWN_DATA","NO_PRICE_IMPACT_DATA","uniswap-v3-wrapper-v3","0xa7702Ce9267567fd811B39C886CdABeC6eB249fc","3000","2026-07-21T00:42:00.720Z"
"1","WETH→ONDO","large","0.1","529.671233267817586726","1.059342466535635173","20","528.611890801281951553","99079","525.968831347275541796","","","1","UNKNOWN_DATA","NO_PRICE_IMPACT_DATA","uniswap-v3-wrapper-v3","0xa7702Ce9267567fd811B39C886CdABeC6eB249fc","3000","2026-07-21T00:42:00.720Z"
